"""SIREN""","""NIC""","""L1_NORMALISEE""","""L2_NORMALISEE""","""L3_NORMALISEE""","""L4_NORMALISEE""","""L5_NORMALISEE""","""L6_NORMALISEE""","""L7_NORMALISEE""","""L1_DECLAREE""","""L2_DECLAREE""","""L3_DECLAREE""","""L4_DECLAREE""","""L5_DECLAREE""","""L6_DECLAREE""","""L7_DECLAREE""","""NUMVOIE""","""INDREP""","""TYPVOIE""","""LIBVOIE""","""CODPOS""","""CEDEX""","""RPET""","""LIBREG""","""DEPET""","""ARRONET""","""CTONET""","""COMET""","""LIBCOM""","""DU""","""TU""","""UU""","""EPCI""","""TCD""","""ZEMET""","""SIEGE""","""ENSEIGNE""","""IND_PUBLIPO""","""DIFFCOM""","""AMINTRET""","""NATETAB""","""LIBNATETAB""","""APET700""","""LIBAPET""","""DAPET""","""TEFET""","""LIBTEFET""","""EFETCENT""","""DEFET""","""ORIGINE""","""DCRET""","""DDEBACT""","""ACTIVNAT""","""LIEUACT""","""ACTISURF""","""SAISONAT""","""MODET""","""PRODET""","""PRODPART""","""AUXILT""","""NOMEN_LONG""","""SIGLE""","""NOM""","""PRENOM""","""CIVILITE""","""RNA""","""NICSIEGE""","""RPEN""","""DEPCOMEN""","""ADR_MAIL""","""NJ""","""LIBNJ""","""APEN700""","""LIBAPEN""","""DAPEN""","""APRM""","""ESS""","""DATEESS""","""TEFEN""","""LIBTEFEN""","""EFENCENT""","""DEFEN""","""CATEGORIE""","""DCREN""","""AMINTREN""","""MONOACT""","""MODEN""","""PRODEN""","""ESAANN""","""TCA""","""ESAAPEN""","""ESASEC1N""","""ESASEC2N""","""ESASEC3N""","""ESASEC4N""","""VMAJ""","""VMAJ1""","""VMAJ2""","""VMAJ3""","""DATEMAJ""","""EVE""","""DATEVE""","""TYPCREH""","""DREACTET""","""DREACTEN""","""MADRESSE""","""MENSEIGNE""","""MAPET""","""MPRODET""","""MAUXILT""","""MNOMEN""","""MSIGLE""","""MNICSIEGE""","""MNJ""","""MAPEN""","""MPRODEN""","""SIRETPS""","""TEL"""
424901643,00017,ASSOCIATION RICHE LIEU,,,13 RUE RICHELIEU,,63400 CHAMALIERES,FRANCE,ASSOCIATION RICHE-LIEU,,,13 RUE DE RICHELIEU,,63400 CHAMALIERES,,13,,RUE,DE RICHELIEU,63400,,84,Auvergne-Rhône-Alpes,63,2,08,075,CHAMALIERES,63,7,01,246300701,32,8310,1,,1,O,201209,,,8552Z,Enseignement culturel,2008,02,3 à 5 salariés,3,2015,1,19980706,19980706,NR,99,,P,S,O,,0,ASSOCIATION RICHE-LIEU,,,,,,00017,84,63075,,9220,Association déclarée ,8552Z,Enseignement culturel,2008,,O,20160101,02,3 à 5 salariés,3,2015,PME,19980706,201209,1,S,O,,,,,,,,E,,,,2017-08-11T08:41:32,STS,20160525,,,,,,,,,,,,,,,,
424901643,00025,ASSOCIATION RICHE LIEU,,,133 AVENUE DE LA REPUBLIQUE,,63100 CLERMONT FERRAND,FRANCE,ASSOCIATION RICHE-LIEU,,,133 AV DE LA REPUBLIQUE,,63100 CLERMONT FERRAND,,133,,AV,DE LA REPUBLIQUE,63100,,84,Auvergne-Rhône-Alpes,63,2,99,113,CLERMONT FERRAND,63,7,01,246300701,61,8310,1,,1,O,201708,,,8552Z,Enseignement culturel,2016,02,3 à 5 salariés,NN,2016,1,20160525,20160525,,,,P,S,O, ,0,ASSOCIATION RICHE-LIEU,,,,,,00025,84,63113,,9220,Association déclarée ,8552Z,Enseignement culturel,2008,,O,20160101,02,3 à 5 salariés,3,2015,PME,19980706,201209,1,S,O,,,,,,,,C,,,,2017-08-11T08:41:32,CTS,20160525,5,,,,,,,,0,0,1,0,0,,42490164300017,
429651557,00028,ANOR,,,26 RUE CAMBACERES,,75008 PARIS,FRANCE,ANOR,,,26 RUE CAMBACERES,,75008 PARIS 8,,26,,RUE,CAMBACERES,75008,,11,Île-de-France,75,1,,108,PARIS 8,00,8,51,200054781,80,1101,1,,1,O,201209,,,9499Z,Autres organisations fonctionnant par adhésion volontaire,2007,00,0 salarié,NN,2007,NR,20070615,20070615,,,,P,S,N,,0,ANOR,,,,,W751018564,00028,11,75108,,9220,Association déclarée ,9499Z,Autres organisations fonctionnant par adhésion volontaire,2008,,O,20160101,00,0 salarié,0,2004,PME,19991215,201209,1,S,N,,,,,,,,E,,,,2017-08-11T16:58:57,SU,20171108,,,,,,,,,,,,,,,,
429802929,00027,ASSOCIATION MAISON DE LA PREVENTION,,,16 RUE DU REVEREND PERE AUBRY,,94120 FONTENAY SOUS BOIS,FRANCE,ASSOCIATION MAISON DE LA PREVENTION,,,16 RUE DU RP LUCIEN AUBRY,,94120 FONTENAY SOUS BOIS,,16,,RUE,DU RP LUCIEN AUBRY,94120,,11,Île-de-France,94,2,09,033,FONTENAY SOUS BOIS,00,8,51,200054781,51,1101,1,,1,O,201209,,,9499Z,Autres organisations fonctionnant par adhésion volontaire,2008,03,6 à 9 salariés,6,2015,1,20040701,20040701,NR,99,,P,S,O,,0,ASSOCIATION MAISON DE LA PREVENTION,,,,,,00027,11,94033,,9220,Association déclarée ,9499Z,Autres organisations fonctionnant par adhésion volontaire,2008,,O,20160101,03,6 à 9 salariés,6,2015,PME,19991223,201209,1,S,O,,,,,,,,E,,,,2017-08-11T09:48:04,STS,20161201,,,,,,,,,,,,,,,,
429802929,00035,ASSOCIATION MAISON DE LA PREVENTION,,,55 AVENUE DU MARECHAL JOFFRE,,94120 FONTENAY SOUS BOIS,FRANCE,ASSOCIATION MAISON DE LA PREVENTION,,,55 AV MARECHAL JOFFRE,,94120 FONTENAY SOUS BOIS,,55,,AV,MARECHAL JOFFRE,94120,,11,Île-de-France,94,2,09,033,FONTENAY SOUS BOIS,00,8,51,200054781,51,1101,1,,1,O,201708,,,9499Z,Autres organisations fonctionnant par adhésion volontaire,2016,03,6 à 9 salariés,NN,2016,1,20161201,20161201,,,,P,S,O, ,0,ASSOCIATION MAISON DE LA PREVENTION,,,,,,00035,11,94033,,9220,Association déclarée ,9499Z,Autres organisations fonctionnant par adhésion volontaire,2008,,O,20160101,03,6 à 9 salariés,6,2015,PME,19991223,201209,1,S,O,,,,,,,,C,,,,2017-08-11T09:48:04,CTS,20161201,5,,,,,,,,0,0,1,0,0,,42980292900027,
432256261,00020,CENTRE CHRETIEN NOUVELLE VIE,,,1 A RUE COUGIT,,13015 MARSEILLE,FRANCE,CENTRE CHRETIEN NOUVELLE VIE,,1A,RUE COUGIT,,13015 MARSEILLE 15,,,,RUE,COUGIT,13015,,93,Provence-Alpes-Côte d'Azur,13,3,98,215,MARSEILLE 15,00,7,59,200054807,73,9310,1,,1,O,201209,,,9499Z,Autres organisations fonctionnant par adhésion volontaire,2008,00,0 salarié,0,2006,9,20050925,20050925,NR,99,,P,S,N,,0,CENTRE CHRETIEN NOUVELLE VIE,,,,,W133000714,00020,93,13215,,9220,Association déclarée ,9499Z,Autres organisations fonctionnant par adhésion volontaire,2008,,O,20160101,00,0 salarié,0,2006,,19930212,201209,1,S,N,,,,,,,,E,,,,2017-08-11T11:52:52,STS,20150101,,,,,,,,,,,,,,,,
432256261,00038,CENTRE CHRETIEN NOUVELLE VIE,,,75 LA CANEBIERE,,13001 MARSEILLE,FRANCE,CENTRE CHRETIEN NOUVELLE VIE,,,75 LA CANEBIERE,,13001 MARSEILLE 1,,75,,,LA CANEBIERE,13001,,93,Provence-Alpes-Côte d'Azur,13,3,12,201,MARSEILLE 1,00,7,59,200054807,73,9310,1,,1,O,201708,,,9499Z,Autres organisations fonctionnant par adhésion volontaire,2015,01,1 ou 2 salariés,NN,2015,1,20150101,20150101,,,,P,S,O, ,0,CENTRE CHRETIEN NOUVELLE VIE,,,,,W133000714,00038,93,13201,,9220,Association déclarée ,9499Z,Autres organisations fonctionnant par adhésion volontaire,2008,,O,20160101,00,0 salarié,0,2006,,19930212,201209,1,S,N,,,,,,,,C,,,,2017-08-11T11:52:52,CTS,20150101,5,,,,,,,,0,0,1,0,0,,43225626100020,
432678183,00018,ADIM ASS DEP DES INFIRMES MOTEURS,,,23 RUE DU VIVIER,,31650 ST ORENS DE GAMEVILLE,FRANCE,ADIM ASS DEP DES INFIRMES MOTEURS,,,23 RUE DU VIVIER,,31650 SAINT ORENS DE GAMEVILLE,,23,,RUE,DU VIVIER,31650,,76,Occitanie,31,3,04,506,SAINT ORENS DE GAMEVILLE,31,7,01,243100518,31,0061,1,,1,O,201209,,,9499Z,Autres organisations fonctionnant par adhésion volontaire,2008,01,1 ou 2 salariés,1,2008,1,19851128,19851128,NR,99,,P,S,N,,0,ADIM ASS DEP DES INFIRMES MOTEURS,,,,,W313002358,00018,76,31506,,9220,Association déclarée ,9499Z,Autres organisations fonctionnant par adhésion volontaire,2008,,O,20160101,01,1 ou 2 salariés,1,2015,PME,19851128,201209,1,S,O,,,,,,,,I,,,,2017-08-11T16:08:33,MS,20170720,,,,,,,,,,,,,,,,
432678183,00018,ADIM S,,,23 RUE DU VIVIER,,31650 ST ORENS DE GAMEVILLE,FRANCE,ADIM'S,,,23 RUE DU VIVIER,,31650 SAINT ORENS DE GAMEVILLE,,23,,RUE,DU VIVIER,31650,,76,Occitanie,31,3,04,506,SAINT ORENS DE GAMEVILLE,31,7,01,243100518,31,0061,1,,0,O,201209,,,9499Z,Autres organisations fonctionnant par adhésion volontaire,2008,01,1 ou 2 salariés,1,2008,1,19851128,19851128,NR,99,,P,S,N, ,0,ADIM'S - ACCEUIL DIVERTISSEMENT IMPLICATION MIXITE SOLIDARITE,ADIM'S,,,,W313002358,00018,76,31506,,9220,Association déclarée ,9499Z,Autres organisations fonctionnant par adhésion volontaire,2008,,O,20160101,01,1 ou 2 salariés,1,2015,PME,19851128,201209,1,S,O,,,,,,,,F,0,0,0,2017-08-11T16:08:33,MS,20170720,,,,1,0,0,0,0,1,1,0,0,0,0,,0613245352
432678183,00026,ADIM ASS DEP DES INFIRMES MOTEURS,,,2 CHEMIN DE RIBAUTE,,31400 TOULOUSE,FRANCE,ADIM ASS DEP DES INFIRMES MOTEURS,,,2 CHE DE RIBAUTE,,31400 TOULOUSE,,2,,CHE,DE RIBAUTE,31400,,76,Occitanie,31,3,99,555,TOULOUSE,31,7,01,243100518,72,0061,0,,1,O,201209,,,9499Z,Autres organisations fonctionnant par adhésion volontaire,2008,01,1 ou 2 salariés,1,2015,9,20010101,20010101,NR,99,,P,S,O,,0,ADIM ASS DEP DES INFIRMES MOTEURS,,,,,W313002358,00018,76,31506,,9220,Association déclarée ,9499Z,Autres organisations fonctionnant par adhésion volontaire,2008,,O,20160101,01,1 ou 2 salariés,1,2015,PME,19851128,201209,1,S,O,,,,,,,,I,,,,2017-08-11T16:08:33,MU,20170720,,,,,,,,,,,,,,,,
432678183,00026,ADIM S,,,2 CHEMIN DE RIBAUTE,,31400 TOULOUSE,FRANCE,ADIM'S,,,2 CHE DE RIBAUTE,,31400 TOULOUSE,,2,,CHE,DE RIBAUTE,31400,,76,Occitanie,31,3,99,555,TOULOUSE,31,7,01,243100518,72,0061,0,,1,O,201209,,,9499Z,Autres organisations fonctionnant par adhésion volontaire,2008,01,1 ou 2 salariés,1,2015,9,20010101,20010101,NR,99,,P,S,O, ,0,ADIM'S - ACCEUIL DIVERTISSEMENT IMPLICATION MIXITE SOLIDARITE,ADIM'S,,,,W313002358,00018,76,31506,,9220,Association déclarée ,9499Z,Autres organisations fonctionnant par adhésion volontaire,2008,,O,20160101,01,1 ou 2 salariés,1,2015,PME,19851128,201209,1,S,O,,,,,,,,F,0,0,0,2017-08-11T16:08:33,MU,20170720,,,,1,0,0,0,0,1,1,0,0,0,0,,
437811243,00017,CUMA DE CHATELAISON,,,RUE DE L ANCIENNE MAIRIE,,49700 DOUE-EN-ANJOU,,CUMA DE CHATELAISON,,,RUE DE L ANCIENNE MAIRIE,,49700 DOUE-EN-ANJOU,,,,RUE,DE L ANCIENNE MAIRIE,49700,,52,Pays de la Loire,49,3,14,125,DOUE-EN-ANJOU,49,3,09,200071876,22,5207,1,,0,O,201209,,,7731Z,Location et location-bail de machines et équipements agricoles,2008,00,0 salarié,0,2004,1,20010418,20010418,NR,99,,P,S,N,,0,CUMA DE CHATELAISON,,,,,,00017,52,49125,,6316,Coopérative d'utilisation de matériel agricole en commun (CUMA) ,7731Z,Location et location-bail de machines et équipements agricoles,2008,,O,20160101,00,0 salarié,0,2004,,20010418,201209,1,S,N,,,,,,,,E,,,,2017-08-11T13:20:54,SU,20170531,,,,,,,,,,,,,,,,
438864712,00015,FAS,,,5 RUE BOILEAU,,44000 NANTES,FRANCE,FAS,,,5 RUE BOILEAU,,44000 NANTES,,5,,RUE,BOILEAU,44000,,52,Pays de la Loire,44,2,96,109,NANTES,44,7,01,244400404,71,5203,1,,1,O,201209,,,8610Z,Activités hospitalières,2008,00,0 salarié,0,2004,1,20010802,20010802,NR,99,,P,S,N,,0,FAS,,,,,W442001051,00015,52,44109,,9220,Association déclarée ,8610Z,Activités hospitalières,2008,,O,20160101,22,100 à 199 salariés,100,2015,PME,20010802,201209,1,S,O,,,,,,,,E,,,,2017-08-11T10:07:28,SU,20170630,,,,,,,,,,,,,,,,
438864712,00031,FAS,ESEAN,,58 RUE DES BOURDONNIERES,,44200 NANTES,FRANCE,FAS,ESEAN,ESEAN,58 RUE DES BOURDONNIERES,,44200 NANTES,,58,,RUE,DES BOURDONNIERES,44200,,52,Pays de la Loire,44,2,96,109,NANTES,44,7,01,244400404,71,5203,0,ESEAN,1,O,201209,,,8610Z,Activités hospitalières,2010,22,100 à 199 salariés,100,2015,1,20100201,20100201,,,,P,S,O,,0,FAS,,,,,W442001051,00015,52,44109,,9220,Association déclarée ,8610Z,Activités hospitalières,2008,,O,20160101,22,100 à 199 salariés,100,2015,PME,20010802,201209,1,S,O,,,,,,,,E,,,,2017-08-11T10:07:28,SU,20170630,,,,,,,,,,,,,,,,
439312943,00012,OBJECTIF DEFI LUGE 2001,LA COTE D AIME,,344 ROUTE DE PIERROLAZ,AIME,73210 AIME LA PLAGNE,FRANCE,OBJECTIF DEFI LUGE 2001,,LA COTE D'AIME,344 RTE DE PIERROLAZ,,73210 AIME-LA-PLAGNE,,344,,RTE,DE PIERROLAZ,73210,,84,Auvergne-Rhône-Alpes,73,1,05,006,AIME-LA-PLAGNE,73,2,01,247300817,18,8215,1,,1,O,201209,,,9312Z,Activités de clubs de sports,2008,00,0 salarié,0,2004,1,20000105,20000105,NR,99,,P,S,N,,0,OBJECTIF DEFI LUGE 2001,,,,,,00012,84,73006,,9220,Association déclarée ,9312Z,Activités de clubs de sports,2008,,O,20160101,00,0 salarié,0,2004,,20000105,201209,1,S,N,,,,,,,,E,,,,2017-08-11T16:59:49,SU,20130101,,,,,,,,,,,,,,,,
448493288,00014,ARPET,,VILLA GABRIELLE,RUE PASTEUR,,59650 VILLENEUVE D ASCQ,FRANCE,ARPET,,VILLA GABRIELLE,RUE PASTEUR,,59650 VILLENEUVE D'ASCQ,,,,RUE,PASTEUR,59650,,32,Hauts-de-France,59,5,40,009,VILLENEUVE D'ASCQ,59,7,02,245900410,51,3111,1,,1,O,201209,,,9499Z,Autres organisations fonctionnant par adhésion volontaire,2008,00,0 salarié,0,2015,1,20030303,20030303,NR,99,,P,S,N,,0,ARPET,,,,,W595013218,00014,32,59009,,9220,Association déclarée ,9499Z,Autres organisations fonctionnant par adhésion volontaire,2008,,O,20160101,00,0 salarié,0,2015,PME,20030303,201209,1,S,N,,,,,,,,E,,,,2017-08-11T11:35:03,STS,20170701,,,,,,,,,,,,,,,,
448493288,00022,ARPET,,,2 RUE DE LA STATION,,59650 VILLENEUVE D ASCQ,FRANCE,ARPET,,,2 RUE DE LA STATION,,59650 VILLENEUVE D'ASCQ,,2,,RUE,DE LA STATION,59650,,32,Hauts-de-France,59,5,40,009,VILLENEUVE D'ASCQ,59,7,02,245900410,51,3111,1,,1,O,201708,,,9499Z,Autres organisations fonctionnant par adhésion volontaire,2017,00,0 salarié,NN,2017,NR,20170701,20170701,,,,P,S,N, ,0,ARPET,,,,,W595013218,00022,32,59009,,9220,Association déclarée ,9499Z,Autres organisations fonctionnant par adhésion volontaire,2008,,O,20160101,00,0 salarié,0,2015,PME,20030303,201209,1,S,N,,,,,,,,C,,,,2017-08-11T11:35:03,CTS,20170701,5,,,,,,,,0,0,1,0,0,,44849328800014,
449223437,00012,ASSOCIATION 13 ANS ET MOINS 44,MR RABAUD,CHEZ,128 BOULEVARD DU MASSACRE,,44800 ST HERBLAIN,FRANCE,ASSOCIATION 13 ANS ET MOINS 44,,CHEZ MR RABAUD,128 BD DU MASSACRE,,44800 SAINT HERBLAIN,,128,,BD,DU MASSACRE,44800,,52,Pays de la Loire,44,2,98,162,SAINT HERBLAIN,44,7,01,244400404,44,5203,1,,1,O,201209,,,9001Z,Arts du spectacle vivant,2008,00,0 salarié,0,2015,1,20021120,20021120,NR,99,,P,S,N,,0,ASSOCIATION 13 ANS ET MOINS 44,,,,,,00012,52,44162,,9220,Association déclarée ,9001Z,Arts du spectacle vivant,2008,,O,20160101,00,0 salarié,0,2015,PME,20021120,201209,1,S,N,,,,,,,,I,,,,2017-08-11T13:37:54,MS,20170811,,,,,,,,,,,,,,,,
449223437,00012,ASSOCIATION 13 ANS ET MOINS 44,,CHEZ MR RABAUD,128 BD DU MASSACRE,,44800 SAINT HERBLAIN,,ASSOCIATION 13 ANS ET MOINS 44,,CHEZ MR RABAUD,128 BD DU MASSACRE,,44800 SAINT HERBLAIN,,128,,BD,DU MASSACRE,44800,,52,Pays de la Loire,44,2,98,162,SAINT HERBLAIN,44,7,01,244400404,44,5203,1,,1,O,201209,,,9319Z,Autres activités liées au sport,2017,00,0 salarié,0,2015,1,20021120,20021120,99,99,,P,S,N, ,0,ASSOCIATION 13 ANS ET MOINS 44,,,,,,00012,52,44162,,9220,Association déclarée ,9319Z,Autres activités liées au sport,2017,,O,20160101,00,0 salarié,0,2015,PME,20021120,201209,1,S,N,,,,,,,,F,1,1,1,2017-08-11T13:37:54,MS,20170811,,,,0,0,1,0,0,0,0,0,0,1,0,,
484492640,00012,CROMS AUVERGNE,PH MARCO,PAVILLON DU STADE,12 AVENUE DE LA LIBERATION,,63000 CLERMONT FERRAND,FRANCE,CROMS AUVERGNE,,PAVILLON DU STADE PH MARCO,12 AV DE LA LIBERATION,,63000 CLERMONT FERRAND,,12,,AV,DE LA LIBERATION,63000,,84,Auvergne-Rhône-Alpes,63,2,99,113,CLERMONT FERRAND,63,7,01,246300701,61,8310,1,,1,O,201209,,,9499Z,Autres organisations fonctionnant par adhésion volontaire,2008,02,3 à 5 salariés,3,2015,1,20040916,20040916,NR,99,,P,S,O,,0,CROMS AUVERGNE,,,,,,00012,84,63113,,9220,Association déclarée ,9499Z,Autres organisations fonctionnant par adhésion volontaire,2008,,O,20160101,02,3 à 5 salariés,3,2015,PME,20040916,201209,1,S,O,,,,,,,,I,,,,2017-08-11T11:00:15,MS,20170610,,,,,,,,,,,,,,,,
484492640,00012,CROM SPORT AUVERGNE RHONE ALPES,CROMS AURA,PH MARCO PAVILLON DU STADE,121 AVENUE DE LA LIBERATION,,63000 CLERMONT FERRAND,FRANCE,CROM SPORT AUVERGNE-RHONE-ALPES,CROMS AURA,PAVILLON DU STADE PH MARCO,121 AV DE LA LIBERATION,,63000 CLERMONT FERRAND,,121,,AV,DE LA LIBERATION,63000,,84,Auvergne-Rhône-Alpes,63,2,99,113,CLERMONT FERRAND,63,7,01,246300701,61,8310,1,,1,O,201209,,,9499Z,Autres organisations fonctionnant par adhésion volontaire,2008,02,3 à 5 salariés,3,2015,1,20040916,20040916,NR,99,,P,S,O, ,0,COMITE REGIONAL DES OFFICES MUNICIPAUX DU SPORT AUVERGNE-RHONE-ALPES,CROMS AURA,,,,,00012,84,63113,,9220,Association déclarée ,9499Z,Autres organisations fonctionnant par adhésion volontaire,2008,,O,20160101,02,3 à 5 salariés,3,2015,PME,20040916,201209,1,S,O,,,,,,,,F,0,0,0,2017-08-11T11:00:15,MS,20170610,,,,1,0,0,0,0,1,1,0,0,0,0,,
484740741,00018,THEATRE T ES AUTRE,,,PLACE DE LA MAIRIE,,46170 LHOSPITALET,FRANCE,THEATRE T ES AUTRE,,,MAIRIE,,46170 LHOSPITALET,,,,,MAIRIE,46170,,76,Occitanie,46,1,13,172,LHOSPITALET,,0,,200039519,08,7308,1,,1,O,201209,,,9001Z,Arts du spectacle vivant,2008,00,0 salarié,0,2004,1,20041208,20041208,NR,99,,P,S,N,,0,THEATRE T ES AUTRE,,,,,,00018,76,46172,,9220,Association déclarée ,9001Z,Arts du spectacle vivant,2008,,O,20160101,00,0 salarié,0,2004,,20041208,201209,1,S,N,,,,,,,,E,,,,2017-08-11T10:05:06,STS,20170721,,,,,,,,,,,,,,,,
484740741,00026,THEATRE T ES AUTRE,MAIRIE,,1 PLACE LEON GAMBETTA,CASTELNAU MONTRATIER,46170 CASTELNAU MONTRATIER STE ALAUZIE,FRANCE,THEATRE T ES AUTRE,,MAIRIE,1 PL LEON GAMBETTA,,46170 CASTELNAU MONTRATIER-SAINTE ALAU,,1,,PL,LEON GAMBETTA,46170,,76,Occitanie,46,1,13,063,CASTELNAU MONTRATIER-SAINTE ALAU,,0,,200039519,14,7308,1,,1,O,201708,,,9001Z,Arts du spectacle vivant,2017,00,0 salarié,NN,2017,NR,20170721,20170721,,,,P,S,N, ,0,THEATRE T ES AUTRE,,,,,,00026,76,46063,,9220,Association déclarée ,9001Z,Arts du spectacle vivant,2008,,O,20160101,00,0 salarié,0,2004,,20041208,201209,1,S,N,,,,,,,,C,,,,2017-08-11T10:05:06,CTS,20170721,5,,,,,,,,0,0,1,0,0,,48474074100018,
489850529,00012,ASSOCIATION J R KART IN,,,70 RUE DE BERTRAMENIL,,88000 EPINAL,FRANCE,ASSOCIATION J R KART'IN,,,70 RUE DE BERTRAMENIL,,88000 EPINAL,,70,,RUE,DE BERTRAMENIL,88000,,44,Grand Est,88,1,98,160,EPINAL,88,5,01,200068757,43,4112,1,,1,O,201209,,,9312Z,Activités de clubs de sports,2008,00,0 salarié,NN,2005,1,20051216,20051216,,,,P,S,N,,0,ASSOCIATION J R KART'IN,,,,,W881003407,00012,44,88160,,9220,Association déclarée ,9312Z,Activités de clubs de sports,2008,,O,20160101,00,0 salarié,NN,2005,,20051216,201209,,S,N,,,,,,,,E,,,,2017-08-11T08:20:04,SS,20131231,,,,,,,,,,,,,,,,
493894992,00020,ADMR LA CHAMPENOISE 52,,,58 RUE DU MAL DE LATTRE DE TASSIGNY,,52100 ST DIZIER,FRANCE,ADMR LA CHAMPENOISE 52,,,58 RUE MAL DE LATTRE DE TASSIGNY,,52100 SAINT DIZIER,,58,,RUE,MAL DE LATTRE DE TASSIGNY,52100,,44,Grand Est,52,3,99,448,SAINT DIZIER,00,4,60,200068666,42,2107,1,,1,O,201209,,,8810A,Aide à domicile,2008,11,10 à 19 salariés,10,2015,1,20080101,20080101,,,,P,S,O,,0,ADMR LA CHAMPENOISE 52,,,,,W521000278,00020,44,52448,,9220,Association déclarée ,8810A,Aide à domicile,2008,,O,20160101,11,10 à 19 salariés,10,2015,PME,20060601,201209,1,S,O,,,,,,,,E,,,,2017-08-11T09:16:45,STS,20170701,,,,,,,,,,,,,,,,
493894992,00038,ADMR LA CHAMPENOISE 52,,,9 RUE DU BRIGADIER ALBERT,,52100 ST DIZIER,FRANCE,ADMR LA CHAMPENOISE 52,,,9 RUE DU BRIGADIER ALBERT,,52100 SAINT DIZIER,,9,,RUE,DU BRIGADIER ALBERT,52100,,44,Grand Est,52,3,99,448,SAINT DIZIER,00,4,60,200068666,42,2107,1,,0,O,201708,,,8810A,Aide à domicile,2017,00,0 salarié,NN,2017,1,20170701,20170701,,,,P,S,N, ,0,ADMR LA CHAMPENOISE 52,,,,,W521000278,00038,44,52448,,9220,Association déclarée ,8810A,Aide à domicile,2008,,O,20160101,11,10 à 19 salariés,10,2015,PME,20060601,201209,1,S,O,,,,,,,,C,,,,2017-08-11T09:16:45,CTS,20170701,5,,,,,,,,0,0,1,0,0,,49389499200020,0325564366
494906522,00011,GROUPEMENT D EMPLOYEURS DES 2 ANES,,,HAMEAU DE FEILLET,,09420 CASTELNAU DURBAN,FRANCE,GROUPEMENT D'EMPLOYEURS DES 2 ANES,,,FEILLET,,09420 CASTELNAU DURBAN,,,,,FEILLET,09420,,76,Occitanie,09,3,03,082,CASTELNAU DURBAN,,0,,200067940,08,7302,1,,1,O,201209,,,7830Z,Autre mise à disposition de ressources humaines,2008,01,1 ou 2 salariés,1,2007,1,20070102,20070102,,,,P,S,O,,0,GROUPEMENT D'EMPLOYEURS DES 2 ANES,ASSOCIATION,,,,W093000263,00011,76,09082,,9223,Groupement d'employeurs ,7830Z,Autre mise à disposition de ressources humaines,2008,,O,20160101,01,1 ou 2 salariés,1,2007,PME,20070102,201209,,S,O,,,,,,,,E,,,,2017-08-11T16:54:57,SS,20131231,,,,,,,,,,,,,,,,
499427474,00022,UFSBD PACA CORSE,,,7 RUE BOYER,,06300 NICE,FRANCE,UFSBD PACA-CORSE,UFSBD PACA-CORSE,,7 RUE BOYER,,06300 NICE,,7,,RUE,BOYER,06300,,93,Provence-Alpes-Côte d'Azur,06,2,99,088,NICE,06,7,01,200030195,72,9307,1,,1,O,201707,,,9499Z,Autres organisations fonctionnant par adhésion volontaire,2016,01,1 ou 2 salariés,NN,2016,1,20160401,20160401,99,99,,P,S,O, ,0,UNION FRANCAISE POUR LA SANTE BUCCO-DENTAIRE DELEGATION REGIONALE PROVENCE ALPES COTE D'AZUR-CORSE,UFSBD PACA-CORSE,,,,W832007780,00022,93,06088,,9220,Association déclarée ,9499Z,Autres organisations fonctionnant par adhésion volontaire,2008,,O,20160101,01,1 ou 2 salariés,NN,2016,,20070503,201610,1,S,O,,,,,,,,E,,,,2017-08-11T12:09:23,SU,20160401,,,,,,,,,,,,,,,,
500908892,00010,GALIUS,,,23 RUE CAZOTTE,,21000 DIJON,FRANCE,GALIUS,,,23 RUE CAZOTTE,,21000 DIJON,,23,,RUE,CAZOTTE,21000,,27,Bourgogne-Franche-Comté,21,2,99,231,DIJON,21,7,01,242100410,62,2603,1,,1,O,201209,,,8559A,Formation continue d'adultes,2008,00,0 salarié,NN,2007,1,20071015,20071015,,,,P,S,N,,0,GALIUS,,,,,W212003251,00010,27,21231,,9220,Association déclarée ,8559A,Formation continue d'adultes,2008,,O,20160101,00,0 salarié,NN,2007,,20071015,201209,,S,N,,,,,,,,E,,,,2017-08-11T14:05:21,STS,20170729,,,,,,,,,,,,,,,,
500908892,00028,GALIUS,,,7 B RUE DE BEAUNE,,21000 DIJON,FRANCE,GALIUS,,,7 B RUE DE BEAUNE,,21000 DIJON,,7,B,RUE,DE BEAUNE,21000,,27,Bourgogne-Franche-Comté,21,2,99,231,DIJON,21,7,01,242100410,62,2603,1,,1,O,201708,,,8559A,Formation continue d'adultes,2017,00,0 salarié,NN,2017,NR,20170729,20170729,,,,P,S,N, ,0,GALIUS,,,,,W212003251,00028,27,21231,,9220,Association déclarée ,8559A,Formation continue d'adultes,2008,,O,20160101,00,0 salarié,NN,2007,,20071015,201209,,S,N,,,,,,,,C,,,,2017-08-11T14:05:21,CTS,20170729,5,,,,,,,,0,0,1,0,0,,50090889200010,
